alim_nom_fr,alim_code,kcal,proteins,carbohydrates,lipids,alim_nom_eng,kcal_control
Yaourt; lait fermenté ou spécialité laitière; nature; sucré,19599,84.3,3.48,12.5,1.95,Yogurt; fermented milk or dairy specialty; plain; w sugar,84.3
Yaourt ou spécialité laitière nature (aliment moyen),19600,56.8,3.88,4.73,2.3,Yoghurt; plain (average),56.8
Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen),19624,69.4,3.65,7.47,2.5,Yoghurt; plain or fruit (average),69.4
Yaourt ou spécialité laitière aux fruits (aliment moyen),19628,93.1,3.2,12.8,2.89,Yoghurt; fruit (average),93.1
Spécialité laitière type encas; riche en protéines; sur lit de fruits; sucrée,19669,98.3,7.46,11.5,2.29,Yoghurt; high in protein; on a fruit layer,98.3
Yaourt; lait fermenté ou spécialité laitière; aromatisé ou aux fruits; 0% MG (aliment moyen),19671,42.4,4.29,4.92,0.13,Yogurt; fermented milk or dairy specialty; w fruits or flavoured; 0% fat (average),42.4
Yaourt; lait fermenté ou spécialité laitière; aromatisé ou aux fruits; non allégé en MG (aliment moyen),19672,93.2,3.24,12.9,2.81,Yogurt; fermented milk or dairy specialty; w fruits or flavoured; no 0% fat (average),93.2
Yaourt; lait fermenté ou spécialité laitière; aromatisé ou aux fruits; avec édulcorants (aliment moyen),19675,42.4,4.29,4.92,0.13,Yogurt; fermented milk or dairy specialty; w fruits or flavoured; w sweetener (average),42.4
Yaourt; lait fermenté ou spécialité laitière; aromatisé ou aux fruits; sucré (aliment moyen),19676,93.3,3.24,13,2.83,Yogurt; fermented milk or dairy specialty; w fruits or flavoured; w sugar (average),93.3
Yaourt; lait fermenté ou spécialité laitière; aromatisé ou aux fruits; sucré; non allégé en MG (aliment moyen),19677,93.2,3.24,13,2.83,Yogurt; fermented milk or dairy specialty; w fruits or flavoured; w sugar; no 0% fat (average),93.2
Yaourt; lait fermenté ou spécialité laitière; aromatisé ou aux fruits (aliment moyen),19682,89.3,3.32,12.4,2.63,Yogurt; fermented milk or dairy specialty; w fruits or flavoured (average),89.3
Lait fermenté à boire; nature; maigre,19801,33.6,3.51,2.18,0.6,Fermented milk drink; plain; skimmed milk,33.6
Lait fermenté à boire; nature; au lait entier,19805,55.7,3.38,1.99,3.2,Fermented milk drink; plain; whole milk,55.7
Yaourt à la grecque; nature,19860,0,3.32,4.21,9.22,Yogurt; Greek-style; plain,113.1
Yaourt à la grecque; aromatisé; sucré,19862,0,4.29,12.8,8.2,Yogurt; Greek-style; flavored,142.16
Kéfir de lait,19865,0,3.19,4.5,3.5,Kefir,62.26
Yaourt au lait de brebis; nature; 6% MG environ,19882,0,5.14,4.56,6.08,Yogurt; ewe's milk; wholemilk; plain,93.52
Fromage blanc nature ou aux fruits (aliment moyen),19501,87.7,7.1,5.68,4.31,Quark; plain or fruit (average),87.7
Fromage frais type petit suisse; aromatisé chocolat; sucré,19572,0,3.95,20.9,5.18,Petit-Suisse type cheese 20% fidm; flavoured; made of half-skimmed milk,146.01999999999998
Faisselle au coulis de fruits,19638,0,3.57,8.5,5,Drained soft fresh cheese; fruit sauce,93.28
Faisselle; 0% MG,19639,0,4.47,4.44,0,Drained soft fresh cheese; 0% fat,35.64
Faisselle; 6% MG environ,19641,84.2,4.47,3.57,5.5,Drained soft fresh cheese; around 6% fat,84.2
Fromage blanc et crème fouettée sur lit de fruits; sucré,19643,0,4.59,16,7,Fresh cream cheese and whipped cream; on a bed of fruits; w sugar,145.36
Fromage blanc nature; 0% MG,19644,49.4,7.95,3.89,0.044,Fresh cream cheese; plain; fat free,49.4
Fromage blanc nature; 0% MG; enrichi en vitamine D,19645,0,7.55,5,0.1,Fresh cream cheese; 0% fat; plain; fortified with vitamin D,51.1
Fromage blanc nature; 3% MG environ,19646,76.9,8.03,3.46,3.26,Fresh cream cheese; plain; around 3% fat,76.9
Fromage blanc nature; 3% MG environ; au bifidus,19647,0,7.19,3.94,3.28,Fresh cream cheese; 3% fat; plain; w bifidus,74.04
Fromage blanc nature; 3% MG environ; enrichi en vitamine D,19648,0,7.04,5.4,3.2,Fresh cream cheese; 3% fat; plain; fortified with vitamin D,78.56
Fromage blanc nature; gourmand; 8% MG environ,19649,116,6.19,5.25,7.65,Fresh cream cheese; plain; creamy; around 8% fat,116
Fromage blanc ou spécialité laitière nature et crème fouetté; 10% MG environ,19650,0,6.89,3.74,10.2,Fresh cream cheese or dairy specialty w whipped cream; 10% fat,134.32
Fromage blanc ou spécialité laitière; aromatisé; sucré; 0% MG,19651,0,7.12,12.5,0,Fresh cream cheese or dairy specialty; flavoured; w sugar; 0% fat,78.48
Fromage blanc ou spécialité laitière; aromatisé; sucré; 3% MG environ,19652,0,6.39,13.1,2.65,Fresh cream cheese or dairy specialty; flavoured; w sugar; 3% fat,101.80999999999999
Fromage blanc ou spécialité laitière; aromatisé; sucré; 3% MG environ; au bifidus,19653,0,5.58,14,3.2,Fresh cream cheese or dairy specialty; flavoured; w sugar; 3% fat; with bifidus,107.11999999999999
Fromage blanc ou spécialité laitière; aux copeaux de chocolat; sucré; 7% MG environ,19654,0,5.34,16.2,5.97,Fresh cream cheese or dairy specialty; w chocolate flakes; with sugar; 7% fat,139.89
Fromage blanc ou spécialité laitière; aux fruits; avec édulcorants; allégé en sucres; 0% MG,19655,0,6.24,6.76,0.12,Fresh cream cheese or dairy specialty; with fruits; sweetened; sugar reduced; 0% fat,53.08
Fromage blanc ou spécialité laitière; aux fruits; sucré; 0% MG,19656,0,7.93,13.5,0,Fresh cream cheese or dairy specialty; w fruits; with sugar; 0% fat,85.72
Fromage blanc ou spécialité laitière; aux fruits; sucré; 3% MG environ,19657,0,5.23,14.7,3.31,Fresh cream cheese or dairy specialty; w fruits; with sugar; 3% fat,109.50999999999999
Fromage blanc ou spécialité laitière; aux fruits; sucré; 3% MG environ; au bifidus,19658,0,5.36,13.5,2.98,Fresh cream cheese or dairy specialty; w fruits; with sugar; 3% fat; with bifidus,102.25999999999999
Fromage blanc ou spécialité laitière; aux fruits; sucré; gourmand; 7% MG environ,19659,0,5.18,13.4,5.53,Fresh cream cheese; with fruits; creamy; with sugar; around 7% fat,124.09
Fromage frais type petit suisse; aux fruits; 2-3% MG,19661,92.7,6.7,9.34,2.8,Petit-Suisse; fresh cream cheese type; with fruits; 2-3% fat,92.7
Fromage frais type petit suisse; aux fruits; 2-3% MG; enrichi en calcium et vitamine D,19662,0,6.42,12.2,2.63,Petit-Suisse; fresh cream cheese type; with fruits; 2-3% fat; fortified with calcium and vitamin D,98.14999999999999
Fromage frais type petit suisse; nature; 0% MG,19663,0,9.89,3.8,0.24,Petit-Suisse; fresh cream cheese type; plain; fat free,56.92
Fromage frais type petit suisse; nature; 4% MG environ,19664,88.8,9.95,2.84,4,Petit-Suisse; fresh cream cheese type; plain; around 4% fat,88.8
Mousse de fromage blanc sur lit de fruits; 0% MG; avec édulcorants; enrichie en calcium et vitamine D,19665,0,6.48,6,0.45,Fresh cream cheese mousse; on a bed of fruits; 0% fat; sweetened; fortified with calcium and vitamin D,53.97
Fromage frais type petit suisse; nature; 10% MG environ,19666,149,9.7,3.17,10.4,Petit-Suisse like fresh cream cheese; plain; around 9% fat,149
Fromage frais type petit suisse; aromatisé ou aux fruits; 2-3% MG; enrichi en calcium et vitamine D,19667,90.4,5.74,10.2,2.5,Petit-Suisse; fresh cream cheese type; flavoured or with fruits; 2-3% fat; fortified with calcium and vitamin D,90.4
Fromage blanc ou spécialité laitière; aux fruits; avec édulcorants; allégé en sucres; 3% MG environ,19668,0,3.16,12.2,2.5,Fresh cream cheese or dairy specialty; with fruits; sweetened; sugar reduced; 3% fat,83.94
Crème dessert; allégée en MG; rayon frais,19673,79.2,3.64,12.4,1.3,Custard dessert; reduced fat; refrigerated,79.2
Flan aux oeufs; rayon frais,19674,111,4.08,18.5,2.2,Flan with eggs; refrigerated,111
Lait emprésuré aromatisé; rayon frais,19678,0,5.63,17.6,2.5,Renneted milk; flavoured; refrigerated,115.42
Lait gélifié aromatisé; nappé caramel; rayon frais,19679,91.9,2.55,16.7,1.3,Milk jelly; flavoured; covered with caramel; refrigerated,91.9
Lait gélifié aromatisé; rayon frais,19680,0,3.39,19.5,3.53,Milk jelly; flavoured; refrigerated,123.33
Liégeois ou viennois (chocolat; café; caramel ou vanille); rayon frais,19681,0,3,18.8,5.78,Custard topped with whipped cream (chocolate; coffee; caramel or vanilla custard); refrigerated,139.22
Lait gélifié aromatisé; allégé en matière grasse et en sucre; rayon frais,19683,0,4.17,11.8,1.08,Milk jelly; flavoured; reduced fat and sugar; refrigerated,73.60000000000001
Panna cotta; avec préparations de fruits ou caramel; rayon frais,19685,198,2.74,14.9,13,Panna cotta; refrigerated,198
Gâteau de semoule aux raisins et caramel; rayon frais,23534,146,3.81,24.8,3.4,Semolina pudding; with raisins and caramel sauce; refrigerated,146
Gâteau de riz au caramel; rayon frais,23536,143,3.19,25.4,3.1,Rice pudding w caramel sauce; refrigerated,143
Milk-shake; provenant de fast food,39001,126,3.38,17.4,4.66,Milkshake; from fast foods restaurant,126
Crème dessert au chocolat; rayon frais,39200,130,3.39,19.9,3.93,Custard dessert; chocolate; refrigerated,130
Mousse au chocolat (base laitière); rayon frais,39206,150,5.42,21.3,4.4,Chocolate mousse (milk-based); refrigerated,150
Crème caramel; rayon frais,39209,132,4.45,20.6,3.6,Custard cream with caramel sauce; refrigerated,132
Crème aux oeufs (petit pot de crème chocolat; vanille; etc.); rayon frais,39211,176,4.32,19.4,8.88,Custard cream with eggs (a small jar of chocolate or vanilla cream or other flavour); refrigerated,176
Riz au lait; rayon frais,39212,126,3.34,21.4,3.01,Rice pudding; refrigerated,126
Crème brûlée; rayon frais,39213,272,4.46,16.6,20.8,Caramelized custard cream (crème brûlée); refrigerated,272
Crème dessert à la vanille; appertisée,39214,132,3.7,21.1,3.62,Custard dessert; vanilla; canned,132
Ile flottante; rayon frais,39215,129,4.98,19.8,3.31,Floating island (meringue poached in milk and served in a light custard cream); refrigerated,129
Semoule au lait; rayon frais,39218,121,3.46,19.4,3.23,Semolina pudding; refrigerated,121
Mousse aux fruits; rayon frais,39228,53.1,6.25,5.51,0,Fruit mousse; refrigerated,53.1
Crème dessert à la vanille; rayon frais,39229,105,3.06,14.4,3.6,Custard dessert; vanilla; refrigerated,105
Crème dessert; rayon frais (aliment moyen),39230,133,3.42,17.9,5.1,Custard dessert; refrigerated (average),133
Mousse liégeoise (chocolat; café; caramel ou vanille); rayon frais,39235,186,3.62,20,10.1,Mousse (chocolate; coffee; caramel or vanilla) topped with whipped cream; refrigerated,186
Crème dessert au café; rayon frais,39246,116,2.93,17.8,3.69,Custard dessert; coffee; refrigerated,116
Crème dessert au caramel; rayon frais,39247,117,2.92,18.6,3.47,Custard dessert; caramel; refrigerated,117
Crème dessert; appertisée (aliment moyen),39505,135,3.49,21.4,3.52,Custard dessert; canned (average),135
Crème dessert au chocolat; appertisée,39506,138,3.25,21.8,3.42,Custard dessert; chocolate; canned,138
Crème dessert; rayon frais ou appertisée (aliment moyen),39511,133,3.42,18,5.07,Custard dessert; refrigerated or canned (average),133
Cheesecake ou Gâteau au fromage frais; préemballé,19689,330,4.57,31.7,20.3,Cheesecake; prepacked,330
Tiramisu; préemballé,19698,241,4.25,30.4,9.8,Tiramisu; prepacked,241
Mousse à la crème de marrons; préemballée,19852,207,2.17,34.4,6.5,Chestnut mousse; prepacked,207
Profiteroles (crème pâtissière et sauce chocolat); préemballées,23474,273,5.51,34.3,12.2,Profiteroles (chou pastry); with custard and chocolate sauce; prepacked,273
Gâteau de semoule; appertisé,23535,150,2.85,27.4,3.03,Semolina pudding; canned,150
Mousse au chocolat traditionnelle; préemballée,39210,303,6.52,25.6,18.6,Mousse; chocolate; prepacked,303
Clafoutis aux fruits; préemballé,39216,192,5.22,27.2,6.51,Fruits batter-pudding; prepacked,192
Liégeois aux fruits; préemballé,39220,147,1.5,16,8.1,Fruit liegeois; prepacked,147
Gâteau de riz; appertisé,39232,115,4.29,20,1.9,Rice pudding; cake; canned,115
Fondant au chocolat noir et crème anglaise; préemballé,39233,0,5.05,20,14.3,Dark chocolate fondant w light custard cream; prepacked,228.90000000000003
Gâteau au chocolat; coeur fondant; préemballé (rayon frais),39234,364,6.86,41.9,18.1,Chocolate cake w melting centre; prepacked (refrigerated),364
Pain perdu,39236,218,6,29,8.45,French toast,218
Lait de poule; sans alcool,39400,87.8,4.55,8.05,4.19,Eggnog; without alcohol,87.8
Crème pâtissière,39710,120,3.79,18,3.6,Pastry cream or custard,120
Dessert au soja; aux fruits; sucré; enrichi en calcium; fermenté; préemballé,19692,86.7,2.74,12.9,2.3,Soy dessert; w fruits; sweet; fortified with calcium; prepacked,86.7
Dessert au soja; nature; non sucré; non enrichi; fermenté; préemballé,19693,44.7,3.76,2.05,1.9,Soy dessert; plain; not fortified; prepacked,44.7
Dessert au soja; nature; non sucré; enrichi en calcium; fermenté; préemballé,19694,42,3.59,1.1,2.1,Soy dessert; plain; fortified with calcium; prepacked,42
Dessert au soja; aux fruits; sucré; non enrichi; fermenté; préemballé,19695,78,3.31,11,1.7,Soy dessert; w fruits; sweet; not fortified; prepacked,78
Dessert au soja; aux amandes; fermenté; préemballé,19696,56,3.65,2.85,2.8,Soy dessert; w almonds; prepacked,56
Dessert au soja; aromatisé; sucré; enrichi en calcium; préemballé,20911,95,3.25,15.3,1.9,Soy dessert; flavoured; sweet; fortified with calcium; prepacked,95
Dessert au soja; aromatisé; sucré; non enrichi; préemballé,20921,93.1,2.74,16,1.7,Soy dessert; flavoured; sweet; not fortified; prepacked,93.1
Dessert végétal sans soja (amande; avoine; chanvre; coco; riz); aromatisé; sucré; non enrichi; préemballé,20922,148,1.66,15.8,8,Plant-based dessert (almond; oat; hemp; coconut; rice); flavoured; sweet; not fortified; prepacked,148
Dessert végétal sans soja (coco; riz); aux fruits; sucré; enrichi en calcium; fermenté; préemballé,20923,76.6,0,16,1,Plant-based dessert without soybean (coconut; rice); with fruits; sweet; fortified with calcium; prepacked,76.6
Mousse au chocolat végétale; préemballée,39248,262,6.69,24.3,14,Mousse; chocolate; plant-based; prepacked,262
Fromage (aliment moyen),12999,338,21.8,0.56,27.4,Cheese (average),338
Camembert; sans précision,12001,280,19.5,0,22.5,Camembert cheese; from cow's milk,280
Fromage à pâte molle et croûte fleurie (type camembert),12003,359,17.5,0,32.3,Soft-ripened cheese with bloomy rind (Camembert-type cheese),359
Camembert au lait cru,12006,267,20.7,0,20.3,Camembert cheese; from cow's milk; from raw milk,267
Fromage à pâte molle et croûte fleurie double crème environ 30% MG,12008,333,17.5,0,29.4,Soft-ripened cheese; double cream; around 30% fatwith bloomy rind,333
Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,12009,173,22.6,0,9.3,Soft-ripened round cheese with bloomy rind; 5 to 11% fat; Camembert-type cheese; reduced fat,173
Coulommiers,12010,279,18.8,0,22.8,Coulommiers cheese; from cow's milk,279
Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,12012,187,22.5,0,11,Soft-ripened round cheese with bloomy rind; around 11% fat; Coulommiers-type cheese; reduced fat,187
Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,12013,150,25.7,0,5.5,Soft-ripened round cheese with bloomy rind; around 5% fat; Camembert-type cheese; reduced fat,150
Brie; sans précision,12020,297,17.3,0,25.5,Brie cheese; from cow's milk,297
Brie de Meaux,12021,271,21.4,0,20.7,Brie de Meaux cheese; from cow's milk,271
Brie de Melun,12022,288,22,0,22.2,Brie de Melun cheese; from cow's milk,288
Carré de l'Est,12025,327,21.4,0,27,Carré de l'Est cheese; from cow's milk,327
Chaource,12028,276,17.3,0,22.9,Chaource cheese; from cow's milk,276
Maroilles laitier,12029,338,22.3,0,27.8,"Maroilles ""laitier"" cheese",338
Maroilles fermier,12030,349,21.2,0,29.5,"Maroilles ""fermier"" cheese",349
Neufchâtel,12031,287,18.5,0,23.9,Neufchâtel cheese; from cow's milk,287
Fromage à pâte molle triple crème environ 40% MG,12033,376,9.89,0,37.5,Soft-ripened cheese; triple cream; around 40% fat,376
Fromage à pâte molle et croûte lavée (aliment moyen),12034,320,20.6,0,26.5,Soft-ripened cheese; washed rind (average),320
Fromage à pâte molle et croûte lavée; allégé environ 13% MG,12035,198,21.6,0,12.6,Soft-ripened washed-rind cheese; reduced fat; around 13% fat,198
Maroilles; sans précision,12036,325,21.9,0,26.4,Maroilles cheese; from cow's milk,325
Livarot,12037,301,24.6,0,22.6,Livarot cheese; from cow's milk,301
Époisses,12038,290,17.8,0,24.5,Époisses cheese; from cow's milk,290
Munster,12039,344,21.2,0,29,Munster cheese; from cow's milk,344
Langres,12040,281,16.7,0,23.8,Langres cheese; from cow's milk,281
Pont l'Évêque,12042,326,22.7,0,26.2,Pont l'Evêque cheese; from cow's milk,326
Reblochon,12045,326,20.4,0,27.4,Reblochon cheese; from cow's milk,326
Fromage à pâte molle à croûte lavée; au lait pasteurisé (type Vieux Pané),12047,311,20.3,0,25.7,Soft-ripened washed-rind cheese; from pasteurised milk (Vieux pané-type cheese),311
Saint-Marcellin,12049,280,15.1,0,24.3,Saint-Marcellin cheese; from cow's milk,280
Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,12050,332,18.2,0,29,Soft -ripened washed; bloomy and coloured rind cheese,332
Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse),12051,302,18.9,0,25.4,Vacherin cheese or Mont d'or cheese; from cow's milk,302
Saint-Félicien,12052,281,13.4,0,25.2,Saint-Felicien cheese; from cow's milk,281
Boulette d'Avesne,12064,355,20.9,0,30,Boulette d'Avesnes cheese,355
Fromage de chèvre lactique affiné; au lait cru (type Crottin de Chavignol; Picodon; Rocamadour; Sainte-Maure de Touraine),12801,324,20.7,0,27,Cheese; from goat's milk; from raw milk,324
Fromage de chèvre lactique affiné; au lait pasteurisé (type bûchette ou crottin),12802,300,19.8,0,24.7,Cheese; from goat's milk; from pasteurised milk,300
Fromage de chèvre lactique affiné (type bûchette; crottin; Sainte-Maure),12803,315,20.4,0,26.2,Cheese; from goat's milk,315
Sainte-Maure de Touraine (fromage de chèvre),12807,294,19.6,0,24.2,Goat cheese from raw milk,294
Fromage de chèvre demi-sec,12810,353,21.6,0,29.8,Cheese; semi-dry; from goat's milk,353
Fromage de chèvre bûche,12812,285,18.8,0,23.3,Cheese; buche; from goat's milk,285
Fromage de chèvre bûche; allégé en matière grasse,12813,179,22.6,0,10,Cheese; buche; from goat's milk; light,179
Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle; au lait pasteurisé,12814,279,19.3,0,22.6,Soft-ripened cheese; from goat's milk; from pasteurised milk,279
Fromage de chèvre sec,12815,440,30.5,0,35.6,Cheese; dry; from goat's milk,440
Fromage de chèvre à pâte molle et croûte fleurie type camembert,12820,292,19.9,0,23.8,Soft-ripened cheese with bloomy rind; from goat's milk; Camembert-type cheese,292
Fromage de brebis à pâte molle et croûte fleurie,12824,276,16.8,0,23.3,Soft ripened cheese with bloomy rind; from ewe's milk; Camembert-type cheese,276
Chabichou (fromage de chèvre),12830,294,20.5,0,23.8,Chabichou cheese; from goat's milk,294
Pélardon (fromage de chèvre),12831,343,23.8,0,27.8,Pélardon cheese; from goat's milk,343
Crottin de chèvre; au lait cru,12832,384,23.2,0,32.6,Crottin cheese; from goat's milk; from raw milk,384
Crottin de chèvre; sans précision,12833,340,22.4,0,28,Crottin cheese; from goat's milk,340
Crottin de Chavignol (fromage de chèvre),12834,296,19.7,0,24.4,Crottin de Chavignol cheese; from goat's milk,296
Picodon (fromage de chèvre),12836,315,20.7,0,26,Picodon cheese; from goat's milk,315
